2026-06-11 05:21:43,179 | INFO     | FINALBOT | [DYNAMIC] Loaded 2 symbols: ['EURUSD', 'EURUSD-OTC']
2026-06-11 05:21:49,877 | DEBUG    | iqoptionapi.api | {"name": "subscribeMessage", "msg": {"name": "candle-generated", "params": {"routingFilters": {"active_id": "1", "size": 300}}}, "request_id": 8769994}
2026-06-11 05:21:50,061 | DEBUG    | iqoptionapi.ws.client | {"name":"result","request_id":"","msg":{"success":true}}
2026-06-11 05:21:50,145 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":60,"at":1781130110000000000,"from":1781130060,"to":1781130120,"min_at":1781130060,"max_at":1781130072,"id":3214745,"open":1.15293,"close":1.15295,"min":1.15293,"max":1.15297,"ask":1.15296,"bid":1.15294,"volume":77,"phase":"T"}}
2026-06-11 05:21:50,155 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":300,"at":1781130110000000000,"from":1781130000,"to":1781130300,"id":643024,"open":1.15302,"close":1.15295,"min":1.152925,"max":1.15302,"ask":1.15296,"bid":1.15294,"volume":144,"phase":"T"}}
2026-06-11 05:21:50,523 | DEBUG    | iqoptionapi.ws.client | {"name":"timeSync","msg":1781130110418}
2026-06-11 05:21:50,878 | INFO     | core.data.iq_option_adapter | [WS] Subscribed live candles stream for EURUSD (M5, count=300)
2026-06-11 05:21:50,879 | DEBUG    | iqoptionapi.api | {"name": "sendMessage", "msg": {"name": "get-candles", "version": "2.0", "body": {"active_id": 1, "split_normalization": true, "size": 900, "to": 1781130110, "count": 150, "": 1}}, "request_id": 8790734}
2026-06-11 05:21:51,074 | DEBUG    | iqoptionapi.ws.client | {"name":"result","request_id":"","msg":{"success":true}}
2026-06-11 05:21:51,129 | DEBUG    | iqoptionapi.ws.client | {"request_id":"","name":"candles","msg":{"candles":[{"id":214193,"from":1780995600,"at":1780996500000000000,"to":1780996500,"open":1.155075,"close":1.155615,"min":1.155025,"max":1.155685,"volume":1634},{"id":214194,"from":1780996500,"at":1780997400000000000,"to":1780997400,"open":1.15562,"close":1.155595,"min":1.15549,"max":1.15596,"volume":1655},{"id":214195,"from":1780997400,"at":1780998300000000000,"to":1780998300,"open":1.155605,"close":1.155955,"min":1.15555,"max":1.15601,"volume":1765},{"id":214196,"from":1780998300,"at":1780999200000000000,"to":1780999200,"open":1.15596,"close":1.15614,"min":1.155955,"max":1.156385,"volume":1715},{"id":214197,"from":1780999200,"at":1781000100000000000,"to":1781000100,"open":1.15613,"close":1.15626,"min":1.15602,"max":1.15633,"volume":2318},{"id":214198,"from":1781000100,"at":1781001000000000000,"to":1781001000,"open":1.156265,"close":1.15653,"min":1.15623,"max":1.15662,"volume":1418},{"id":214199,"from":1781001000,"at":1781001900000000000,"to":1781001900,"open":1.156535,"close":1.15685,"min":1.15648,"max":1.156865,"volume":1097},{"id":214200,"from":1781001900,"at":1781002800000000000,"to":1781002800,"open":1.15685,"close":1.156545,"min":1.1565,"max":1.15695,"volume":1121},{"id":214201,"from":1781002800,"at":1781003700000000000,"to":1781003700,"open":1.15654,"close":1.156855,"min":1.15653,"max":1.156965,"volume":1149},{"id":214202,"from":1781003700,"at":1781004600000000000,"to":1781004600,"open":1.15685,"close":1.157245,"min":1.156725,"max":1.157285,"volume":1105},{"id":214203,"from":1781004600,"at":1781005500000000000,"to":1781005500,"open":1.15725,"close":1.156755,"min":1.15674,"max":1.157315,"volume":1469},{"id":214204,"from":1781005500,"at":1781006400000000000,"to":1781006400,"open":1.15676,"close":1.157265,"min":1.15669,"max":1.15742,"volume":1763},{"id":214205,"from":1781006400,"at":1781007300000000000,"to":1781007300,"open":1.15727,"close":1.157105,"min":1.157045,"max":1.157505,"volume":1962},{"id":214206,"from":1781007300,"at":1781008200000000000,"to":1781008200,"open":1.15711,"close":1.156935,"min":1.156925,"max":1.157205,"volume":1931},{"id":214207,"from":1781008200,"at":1781009100000000000,"to":1781009100,"open":1.15694,"close":1.157345,"min":1.156925,"max":1.15744,"volume":1791},{"id":214208,"from":1781009100,"at":1781010000000000000,"to":1781010000,"open":1.157345,"close":1.15736,"min":1.15721,"max":1.157495,"volume":1349},{"id":214209,"from":1781010000,"at":1781010900000000000,"to":1781010900,"open":1.15737,"close":1.15768,"min":1.15737,"max":1.15782,"volume":2985},{"id":214210,"from":1781010900,"at":1781011800000000000,"to":1781011800,"open":1.15768,"close":1.157215,"min":1.157115,"max":1.15769,"volume":1675},{"id":214211,"from":1781011800,"at":1781012700000000000,"to":1781012700,"open":1.15722,"close":1.1565,"min":1.156355,"max":1.15725,"volume":3030},{"id":214212,"from":1781012700,"at":1781013600000000000,"to":1781013600,"open":1.156495,"close":1.15664,"min":1.156405,"max":1.15765,"volume":4992},{"id":214213,"from":1781013600,"at":1781014500000000000,"to":1781014500,"open":1.156635,"close":1.15639,"min":1.156375,"max":1.157345,"volume":4375},{"id":214214,"from":1781014500,"at":1781015400000000000,"to":1781015400,"open":1.156385,"close":1.156305,"min":1.15582,"max":1.1567,"volume":4856},{"id":214215,"from":1781015400,"at":1781016300000000000,"to":1781016300,"open":1.1563,"close":1.156255,"min":1.156185,"max":1.156935,"volume":4298},{"id":214216,"from":1781016300,"at":1781017200000000000,"to":1781017200,"open":1.15624,"close":1.156235,"min":1.15608,"max":1.156655,"volume":5304},{"id":214217,"from":1781017200,"at":1781018100000000000,"to":1781018100,"open":1.15623,"close":1.156445,"min":1.15605,"max":1.15675,"volume":3764},{"id":214218,"from":1781018100,"at":1781019000000000000,"to":1781019000,"open":1.156445,"close":1.15583,"min":1.155755,"max":1.15647,"volume":3767},{"id":214219,"from":1781019000,"at":1781019900000000000,"to":1781019900,"open":1.155835,"close":1.15535,"min":1.154575,"max":1.156005,"volume":5512},{"id":214220,"from":1781019900,"at":1781020800000000000,"to":1781020800,"open":1.155355,"close":1.15551,"min":1.155105,"max":1.15571,"volume":3735},{"id":214221,"from":1781020800,"at":1781021700000000000,"to":1781021700,"open":1.15552,"close":1.15461,"min":1.15457,"max":1.155755,"volume":5547},{"id":214222,"from":1781021700,"at":1781022600000000000,"to":1781022600,"open":1.154605,"close":1.1546,"min":1.154085,"max":1.15475,"volume":4191},{"id":214223,"from":1781022600,"at":1781023500000000000,"to":1781023500,"open":1.154595,"close":1.153565,"min":1.152855,"max":1.15475,"volume":8633},{"id":214224,"from":1781023500,"at":1781024400000000000,"to":1781024400,"open":1.15356,"close":1.15409,"min":1.153355,"max":1.1541,"volume":7052},{"id":214225,"from":1781024400,"at":1781025300000000000,"to":1781025300,"open":1.154085,"close":1.1543,"min":1.154015,"max":1.15454,"volume":5349},{"id":214226,"from":1781025300,"at":1781026200000000000,"to":1781026200,"open":1.154305,"close":1.15508,"min":1.154205,"max":1.155315,"volume":4999},{"id":214227,"from":1781026200,"at":1781027100000000000,"to":1781027100,"open":1.155075,"close":1.15504,"min":1.15483,"max":1.15527,"volume":3642},{"id":214228,"from":1781027100,"at":1781028000000000000,"to":1781028000,"open":1.155045,"close":1.154815,"min":1.15463,"max":1.155125,"volume":3761},{"id":214229,"from":1781028000,"at":1781028900000000000,"to":1781028900,"open":1.15482,"close":1.15495,"min":1.154635,"max":1.15499,"volume":3074},{"id":214230,"from":1781028900,"at":1781029800000000000,"to":1781029800,"open":1.154955,"close":1.15515,"min":1.154785,"max":1.15532,"volume":3271},{"id":214231,"from":1781029800,"at":1781030700000000000,"to":1781030700,"open":1.155145,"close":1.154965,"min":1.15493,"max":1.15531,"volume":2887},{"id":214232,"from":1781030700,"at":1781031600000000000,"to":1781031600,"open":1.15497,"close":1.15498,"min":1.15482,"max":1.15503,"volume":1838},{"id":214233,"from":1781031600,"at":1781032500000000000,"to":1781032500,"open":1.154985,"close":1.154685,"min":1.15464,"max":1.155035,"volume":1829},{"id":214234,"from":1781032500,"at":1781033400005839585,"to":1781033400,"open":1.154685,"close":1.1543,"min":1.154205,"max":1.154685,"volume":2422},{"id":214235,"from":1781033400,"at":1781034300000000000,"to":1781034300,"open":1.154295,"close":1.15414,"min":1.15409,"max":1.15436,"volume":2204},{"id":214236,"from":1781034300,"at":1781035200000000000,"to":1781035200,"open":1.154145,"close":1.154145,"min":1.153965,"max":1.1544,"volume":2958},{"id":214237,"from":1781035200,"at":1781036100000000000,"to":1781036100,"open":1.15415,"close":1.154295,"min":1.15407,"max":1.15437,"volume":1268},{"id":214238,"from":1781036100,"at":1781037000000000000,"to":1781037000,"open":1.154295,"close":1.15434,"min":1.154295,"max":1.154565,"volume":505},{"id":214239,"from":1781037000,"at":1781037900000000000,"to":1781037900,"open":1.154345,"close":1.154315,"min":1.154265,"max":1.154395,"volume":403},{"id":214240,"from":1781037900,"at":1781038800000000000,"to":1781038800,"open":1.15432,"close":1.15427,"min":1.15427,"max":1.15445,"volume":651},{"id":214241,"from":1781038800,"at":1781039700000000000,"to":1781039700,"open":1.154265,"close":1.15443,"min":1.154245,"max":1.154695,"volume":76},{"id":214242,"from":1781039700,"at":1781040600000000000,"to":1781040600,"open":1.15443,"close":1.15407,"min":1.15407,"max":1.15444,"volume":176},{"id":214243,"from":1781040600,"at":1781041500000000000,"to":1781041500,"open":1.154075,"close":1.15361,"min":1.153605,"max":1.154095,"volume":313},{"id":214244,"from":1781041500,"at":1781042400000000000,"to":1781042400,"open":1.153605,"close":1.15384,"min":1.1536,"max":1.153965,"volume":315},{"id":214245,"from":1781042400,"at":1781043300000000000,"to":1781043300,"open":1.153825,"close":1.153935,"min":1.15364,"max":1.154005,"volume":577},{"id":214246,"from":1781043300,"at":1781044200000000000,"to":1781044200,"open":1.15393,"close":1.154035,"min":1.153855,"max":1.154045,"volume":399},{"id":214247,"from":1781044200,"at":1781045100000000000,"to":1781045100,"open":1.154035,"close":1.15375,"min":1.15375,"max":1.15405,"volume":746},{"id":214248,"from":1781045100,"at":1781046000000000000,"to":1781046000,"open":1.15375,"close":1.153655,"min":1.15363,"max":1.15377,"volume":467},{"id":214249,"from":1781046000,"at":1781046900000000000,"to":1781046900,"open":1.15366,"close":1.153855,"min":1.15363,"max":1.15392,"volume":449},{"id":214250,"from":1781046900,"at":1781047800000000000,"to":1781047800,"open":1.153855,"close":1.153495,"min":1.15348,"max":1.153855,"volume":688},{"id":214251,"from":1781047800,"at":1781048700000000000,"to":1781048700,"open":1.153495,"close":1.15366,"min":1.153475,"max":1.153715,"volume":506},{"id":214252,"from":1781048700,"at":1781049600000000000,"to":1781049600,"open":1.15366,"close":1.15351,"min":1.15332,"max":1.15367,"volume":1285},{"id":214253,"from":1781049600,"at":1781050500000000000,"to":1781050500,"open":1.153505,"close":1.154115,"min":1.153375,"max":1.154145,"volume":2497},{"id":214254,"from":1781050500,"at":1781051400000000000,"to":1781051400,"open":1.15411,"close":1.15414,"min":1.1539,"max":1.154205,"volume":1710},{"id":214255,"from":1781051400,"at":1781052300000000000,"to":1781052300,"open":1.154145,"close":1.153455,"min":1.15334,"max":1.15417,"volume":1722},{"id":214256,"from":1781052300,"at":1781053200000000000,"to":1781053200,"open":1.15345,"close":1.154235,"min":1.15333,"max":1.154355,"volume":2495},{"id":214257,"from":1781053200,"at":1781054100000000000,"to":1781054100,"open":1.15423,"close":1.15398,"min":1.15384,"max":1.15429,"volume":2194},{"id":214258,"from":1781054100,"at":1781055000000000000,"to":1781055000,"open":1.15398,"close":1.15395,"min":1.153825,"max":1.154275,"volume":1890},{"id":214259,"from":1781055000,"at":1781055900000000000,"to":1781055900,"open":1.153955,"close":1.153855,"min":1.153725,"max":1.154055,"volume":2040},{"id":214260,"from":1781055900,"at":1781056800000000000,"to":1781056800,"open":1.153855,"close":1.15378,"min":1.15354,"max":1.154045,"volume":2625},{"id":214261,"from":1781056800,"at":1781057700000000000,"to":1781057700,"open":1.153785,"close":1.15403,"min":1.15369,"max":1.154065,"volume":1293},{"id":214262,"from":1781057700,"at":1781058600000000000,"to":1781058600,"open":1.15404,"close":1.1543,"min":1.15394,"max":1.15431,"volume":1322},{"id":214263,"from":1781058600,"at":1781059500000000000,"to":1781059500,"open":1.154295,"close":1.15441,"min":1.15422,"max":1.15443,"volume":1638},{"id":214264,"from":1781059500,"at":1781060400000000000,"to":1781060400,"open":1.154405,"close":1.154265,"min":1.15419,"max":1.154505,"volume":1229},{"id":214265,"from":1781060400,"at":1781061300000000000,"to":1781061300,"open":1.15427,"close":1.154765,"min":1.15424,"max":1.15481,"volume":1435},{"id":214266,"from":1781061300,"at":1781062200000000000,"to":1781062200,"open":1.154765,"close":1.15467,"min":1.15461,"max":1.15498,"volume":1150},{"id":214267,"from":1781062200,"at":1781063100000000000,"to":1781063100,"open":1.154675,"close":1.15453,"min":1.15451,"max":1.154795,"volume":1033},{"id":214268,"from":1781063100,"at":1781064000000000000,"to":1781064000,"open":1.15453,"close":1.15504,"min":1.15452,"max":1.155225,"volume":1212},{"id":214269,"from":1781064000,"at":1781064900000000000,"to":1781064900,"open":1.15503,"close":1.15478,"min":1.154775,"max":1.155065,"volume":993},{"id":214270,"from":1781064900,"at":1781065800000000000,"to":1781065800,"open":1.15478,"close":1.15486,"min":1.154685,"max":1.154915,"volume":1444},{"id":214271,"from":1781065800,"at":1781066700000000000,"to":1781066700,"open":1.154865,"close":1.15451,"min":1.154475,"max":1.15488,"volume":1190},{"id":214272,"from":1781066700,"at":1781067600000000000,"to":1781067600,"open":1.15451,"close":1.154645,"min":1.154455,"max":1.154645,"volume":1164},{"id":214273,"from":1781067600,"at":1781068500000000000,"to":1781068500,"open":1.15465,"close":1.154695,"min":1.154535,"max":1.154895,"volume":1419},{"id":214274,"from":1781068500,"at":1781069400000000000,"to":1781069400,"open":1.154695,"close":1.154955,"min":1.154545,"max":1.154985,"volume":1407},{"id":214275,"from":1781069400,"at":1781070300000000000,"to":1781070300,"open":1.15496,"close":1.15545,"min":1.15493,"max":1.15557,"volume":2336},{"id":214276,"from":1781070300,"at":1781071200000000000,"to":1781071200,"open":1.155455,"close":1.155425,"min":1.15529,"max":1.155525,"volume":1351},{"id":214277,"from":1781071200,"at":1781072100000000000,"to":1781072100,"open":1.15543,"close":1.155665,"min":1.155375,"max":1.155835,"volume":2465},{"id":214278,"from":1781072100,"at":1781073000000000000,"to":1781073000,"open":1.15566,"close":1.155565,"min":1.155275,"max":1.155765,"volume":2542},{"id":214279,"from":1781073000,"at":1781073900000000000,"to":1781073900,"open":1.15556,"close":1.15551,"min":1.155395,"max":1.15566,"volume":2020},{"id":214280,"from":1781073900,"at":1781074800000000000,"to":1781074800,"open":1.15551,"close":1.154875,"min":1.15483,"max":1.15557,"volume":2086},{"id":214281,"from":1781074800,"at":1781075700000000000,"to":1781075700,"open":1.154885,"close":1.155625,"min":1.154665,"max":1.155635,"volume":2615},{"id":214282,"from":1781075700,"at":1781076600000000000,"to":1781076600,"open":1.15562,"close":1.15536,"min":1.155285,"max":1.15587,"volume":2117},{"id":214283,"from":1781076600,"at":1781077500000000000,"to":1781077500,"open":1.155365,"close":1.155405,"min":1.155295,"max":1.15553,"volume":2009},{"id":214284,"from":1781077500,"at":1781078400000000000,"to":1781078400,"open":1.155405,"close":1.155375,"min":1.155185,"max":1.155525,"volume":1726},{"id":214285,"from":1781078400,"at":1781079300000000000,"to":1781079300,"open":1.15538,"close":1.15493,"min":1.154815,"max":1.155425,"volume":3341},{"id":214286,"from":1781079300,"at":1781080200000000000,"to":1781080200,"open":1.154935,"close":1.15532,"min":1.154915,"max":1.155355,"volume":2698},{"id":214287,"from":1781080200,"at":1781081100000000000,"to":1781081100,"open":1.155315,"close":1.155045,"min":1.15501,"max":1.155325,"volume":1881},{"id":214288,"from":1781081100,"at":1781082000000000000,"to":1781082000,"open":1.15504,"close":1.155355,"min":1.154835,"max":1.155355,"volume":2255},{"id":214289,"from":1781082000,"at":1781082900000000000,"to":1781082900,"open":1.155355,"close":1.1551,"min":1.155085,"max":1.15568,"volume":2072},{"id":214290,"from":1781082900,"at":1781083800000000000,"to":1781083800,"open":1.15511,"close":1.15527,"min":1.15507,"max":1.15534,"volume":1944},{"id":214291,"from":1781083800,"at":1781084700000000000,"to":1781084700,"open":1.155265,"close":1.155595,"min":1.155265,"max":1.1557,"volume":2461},{"id":214292,"from":1781084700,"at":1781085600000000000,"to":1781085600,"open":1.1556,"close":1.155795,"min":1.1556,"max":1.155975,"volume":2220},{"id":214293,"from":1781085600,"at":1781086500000000000,"to":1781086500,"open":1.155805,"close":1.155615,"min":1.15555,"max":1.155935,"volume":2083},{"id":214294,"from":1781086500,"at":1781087400000000000,"to":1781087400,"open":1.155615,"close":1.155605,"min":1.155485,"max":1.15574,"volume":1536},{"id":214295,"from":1781087400,"at":1781088300000000000,"to":1781088300,"open":1.1556,"close":1.155315,"min":1.15521,"max":1.155725,"volume":1810},{"id":214296,"from":1781088300,"at":1781089200000000000,"to":1781089200,"open":1.15531,"close":1.1552,"min":1.155025,"max":1.1555,"volume":1778},{"id":214297,"from":1781089200,"at":1781090100000000000,"to":1781090100,"open":1.155205,"close":1.154735,"min":1.15361,"max":1.15525,"volume":6504},{"id":214298,"from":1781090100,"at":1781091000000000000,"to":1781091000,"open":1.154745,"close":1.15433,"min":1.15401,"max":1.15492,"volume":5601},{"id":214299,"from":1781091000,"at":1781091900000000000,"to":1781091900,"open":1.154325,"close":1.153785,"min":1.15356,"max":1.15448,"volume":3344},{"id":214300,"from":1781091900,"at":1781092800000000000,"to":1781092800,"open":1.153785,"close":1.153665,"min":1.15361,"max":1.154075,"volume":2598},{"id":214301,"from":1781092800,"at":1781093700000000000,"to":1781093700,"open":1.153675,"close":1.15402,"min":1.15361,"max":1.154285,"volume":3026},{"id":214302,"from":1781093700,"at":1781094600000000000,"to":1781094600,"open":1.15401,"close":1.154655,"min":1.15394,"max":1.154685,"volume":3256},{"id":214303,"from":1781094600,"at":1781095500000000000,"to":1781095500,"open":1.15466,"close":1.15593,"min":1.15425,"max":1.15595,"volume":8778},{"id":214304,"from":1781095500,"at":1781096400000000000,"to":1781096400,"open":1.155935,"close":1.15485,"min":1.154805,"max":1.15648,"volume":5238},{"id":214305,"from":1781096400,"at":1781097300000000000,"to":1781097300,"open":1.154845,"close":1.155485,"min":1.15475,"max":1.155535,"volume":4897},{"id":214306,"from":1781097300,"at":1781098200000000000,"to":1781098200,"open":1.15548,"close":1.155715,"min":1.155355,"max":1.155975,"volume":3570},{"id":214307,"from":1781098200,"at":1781099100000000000,"to":1781099100,"open":1.15572,"close":1.157085,"min":1.155645,"max":1.15709,"volume":6283},{"id":214308,"from":1781099100,"at":1781100000000000000,"to":1781100000,"open":1.15709,"close":1.156255,"min":1.156205,"max":1.157315,"volume":4944},{"id":214309,"from":1781100000,"at":1781100900000000000,"to":1781100900,"open":1.15626,"close":1.156345,"min":1.155985,"max":1.15671,"volume":5547},{"id":214310,"from":1781100900,"at":1781101800000000000,"to":1781101800,"open":1.15635,"close":1.15571,"min":1.15555,"max":1.156365,"volume":5791},{"id":214311,"from":1781101800,"at":1781102700000000000,"to":1781102700,"open":1.155705,"close":1.15567,"min":1.1555,"max":1.15596,"volume":4111},{"id":214312,"from":1781102700,"at":1781103600000000000,"to":1781103600,"open":1.155665,"close":1.155225,"min":1.155015,"max":1.15596,"volume":4263},{"id":214313,"from":1781103600,"at":1781104500000000000,"to":1781104500,"open":1.15523,"close":1.15512,"min":1.15471,"max":1.15554,"volume":4009},{"id":214314,"from":1781104500,"at":1781105400000000000,"to":1781105400,"open":1.155115,"close":1.15546,"min":1.15472,"max":1.155675,"volume":3771},{"id":214315,"from":1781105400,"at":1781106300000000000,"to":1781106300,"open":1.15547,"close":1.155255,"min":1.155035,"max":1.155685,"volume":3332},{"id":214316,"from":1781106300,"at":1781107200000000000,"to":1781107200,"open":1.15525,"close":1.154935,"min":1.153455,"max":1.15533,"volume":8183},{"id":214317,"from":1781107200,"at":1781108100000000000,"to":1781108100,"open":1.15494,"close":1.15568,"min":1.154855,"max":1.15591,"volume":4100},{"id":214318,"from":1781108100,"at":1781109000000000000,"to":1781109000,"open":1.15568,"close":1.15571,"min":1.155435,"max":1.15581,"volume":3012},{"id":214319,"from":1781109000,"at":1781109900000000000,"to":1781109900,"open":1.155715,"close":1.155555,"min":1.155555,"max":1.15595,"volume":2639},{"id":214320,"from":1781109900,"at":1781110800000000000,"to":1781110800,"open":1.15554,"close":1.155385,"min":1.1552,"max":1.155585,"volume":1958},{"id":214321,"from":1781110800,"at":1781111700000000000,"to":1781111700,"open":1.15539,"close":1.15508,"min":1.154975,"max":1.15566,"volume":2034},{"id":214322,"from":1781111700,"at":1781112600000000000,"to":1781112600,"open":1.155085,"close":1.154965,"min":1.15485,"max":1.15516,"volume":2299},{"id":214323,"from":1781112600,"at":1781113500000000000,"to":1781113500,"open":1.15496,"close":1.15452,"min":1.15447,"max":1.15496,"volume":2010},{"id":214324,"from":1781113500,"at":1781114400000000000,"to":1781114400,"open":1.154515,"close":1.155245,"min":1.15448,"max":1.155325,"volume":3658},{"id":214325,"from":1781114400,"at":1781115300000000000,"to":1781115300,"open":1.15525,"close":1.155405,"min":1.155245,"max":1.15577,"volume":2506},{"id":214326,"from":1781115300,"at":1781116200000000000,"to":1781116200,"open":1.15541,"close":1.15508,"min":1.155035,"max":1.15547,"volume":2313},{"id":214327,"from":1781116200,"at":1781117100000000000,"to":1781117100,"open":1.155085,"close":1.15502,"min":1.15485,"max":1.155155,"volume":2127},{"id":214328,"from":1781117100,"at":1781118000000000000,"to":1781118000,"open":1.15502,"close":1.154825,"min":1.15482,"max":1.155215,"volume":1928},{"id":214329,"from":1781118000,"at":1781118900000000000,"to":1781118900,"open":1.15483,"close":1.15438,"min":1.154345,"max":1.15488,"volume":2020},{"id":214330,"from":1781118900,"at":1781119800000000000,"to":1781119800,"open":1.15438,"close":1.154375,"min":1.15428,"max":1.15447,"volume":1772},{"id":214331,"from":1781119800,"at":1781120700000000000,"to":1781120700,"open":1.15438,"close":1.15468,"min":1.154345,"max":1.154735,"volume":2312},{"id":214332,"from":1781120700,"at":1781121600000000000,"to":1781121600,"open":1.154675,"close":1.15414,"min":1.15412,"max":1.154685,"volume":2296},{"id":214333,"from":1781121600,"at":1781122500000000000,"to":1781122500,"open":1.15415,"close":1.153755,"min":1.15374,"max":1.15415,"volume":1146},{"id":214334,"from":1781122500,"at":1781123400000000000,"to":1781123400,"open":1.153755,"close":1.15392,"min":1.1537,"max":1.15399,"volume":466},{"id":214335,"from":1781123400,"at":1781124300000000000,"to":1781124300,"open":1.153915,"close":1.153655,"min":1.15355,"max":1.154005,"volume":835},{"id":214336,"from":1781124300,"at":1781125200000000000,"to":1781125200,"open":1.15366,"close":1.153525,"min":1.1535,"max":1.15372,"volume":988},{"id":214337,"from":1781125200,"at":1781126100000000000,"to":1781126100,"open":1.15355,"close":1.153915,"min":1.15355,"max":1.15394,"volume":88},{"id":214338,"from":1781126100,"at":1781127000000000000,"to":1781127000,"open":1.15395,"close":1.153695,"min":1.153695,"max":1.15415,"volume":293},{"id":214339,"from":1781127000,"at":1781127900000000000,"to":1781127900,"open":1.153695,"close":1.15377,"min":1.1536,"max":1.153775,"volume":117},{"id":214340,"from":1781127900,"at":1781128800000000000,"to":1781128800,"open":1.15377,"close":1.153585,"min":1.153565,"max":1.15384,"volume":235},{"id":214341,"from":1781128800,"at":1781129700000000000,"to":1781129700,"open":1.15359,"close":1.15305,"min":1.152845,"max":1.1536,"volume":1064},{"id":214342,"from":1781129700,"at":1781130109000000000,"to":1781130600,"open":1.153055,"close":1.15295,"min":1.1529,"max":1.15308,"volume":573}]},"status":2000}
2026-06-11 05:21:51,138 | DEBUG    | iqoptionapi.api | {"name": "subscribeMessage", "msg": {"name": "candle-generated", "params": {"routingFilters": {"active_id": "1", "size": 900}}}, "request_id": 1376433}
2026-06-11 05:21:51,142 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":60,"at":1781130111000000000,"from":1781130060,"to":1781130120,"min_at":1781130060,"max_at":1781130072,"id":3214745,"open":1.15293,"close":1.15295,"min":1.15293,"max":1.15297,"ask":1.15296,"bid":1.15294,"volume":79,"phase":"T"}}
2026-06-11 05:21:51,147 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":300,"at":1781130111000000000,"from":1781130000,"to":1781130300,"id":643024,"open":1.15302,"close":1.15295,"min":1.152925,"max":1.15302,"ask":1.15296,"bid":1.15294,"volume":146,"phase":"T"}}
2026-06-11 05:21:51,322 | DEBUG    | iqoptionapi.ws.client | {"name":"result","request_id":"","msg":{"success":true}}
2026-06-11 05:21:51,527 | DEBUG    | iqoptionapi.ws.client | {"name":"timeSync","msg":1781130111430}
2026-06-11 05:21:52,143 | DEBUG    | iqoptionapi.api | {"name": "subscribeMessage", "msg": {"name": "candle-generated", "params": {"routingFilters": {"active_id": "1", "size": 900}}}, "request_id": 1420228}
2026-06-11 05:21:52,144 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":60,"at":1781130112000000000,"from":1781130060,"to":1781130120,"min_at":1781130060,"max_at":1781130072,"id":3214745,"open":1.15293,"close":1.15295,"min":1.15293,"max":1.15297,"ask":1.15296,"bid":1.15294,"volume":81,"phase":"T"}}
2026-06-11 05:21:52,145 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":300,"at":1781130112000000000,"from":1781130000,"to":1781130300,"id":643024,"open":1.15302,"close":1.15295,"min":1.152925,"max":1.15302,"ask":1.15296,"bid":1.15294,"volume":148,"phase":"T"}}
2026-06-11 05:21:52,149 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":900,"at":1781130112000000000,"from":1781129700,"to":1781130600,"id":214342,"open":1.153055,"close":1.15295,"min":1.1529,"max":1.15308,"ask":1.15296,"bid":1.15294,"volume":577,"phase":"T"}}
2026-06-11 05:21:52,327 | DEBUG    | iqoptionapi.ws.client | {"name":"result","request_id":"","msg":{"success":true}}
2026-06-11 05:21:52,540 | DEBUG    | iqoptionapi.ws.client | {"name":"timeSync","msg":1781130112443}
2026-06-11 05:21:53,138 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":60,"at":1781130113000000000,"from":1781130060,"to":1781130120,"min_at":1781130060,"max_at":1781130072,"id":3214745,"open":1.15293,"close":1.15295,"min":1.15293,"max":1.15297,"ask":1.15296,"bid":1.15294,"volume":81,"phase":"T"}}
2026-06-11 05:21:53,145 | INFO     | core.data.iq_option_adapter | [WS] Subscribed live candles stream for EURUSD (M15, count=150)
2026-06-11 05:21:53,146 | DEBUG    | iqoptionapi.api | {"name": "sendMessage", "msg": {"name": "get-candles", "version": "2.0", "body": {"active_id": 1, "split_normalization": true, "size": 3600, "to": 1781130112, "count": 100, "": 1}}, "request_id": 1455688}
2026-06-11 05:21:53,157 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":300,"at":1781130113000000000,"from":1781130000,"to":1781130300,"id":643024,"open":1.15302,"close":1.15295,"min":1.152925,"max":1.15302,"ask":1.15296,"bid":1.15294,"volume":148,"phase":"T"}}
2026-06-11 05:21:53,170 | DEBUG    | iqoptionapi.ws.client | {"name":"candle-generated","microserviceName":"quotes","msg":{"active_id":1,"size":900,"at":1781130113000000000,"from":1781129700,"to":1781130600,"id":214342,"open":1.153055,"close":1.15295,"min":1.1529,"max":1.15308,"ask":1.15296,"bid":1.15294,"volume":577,"phase":"T"}}
